user_id,n_txn,mean_amt,std_amt,median_amt,max_amt,median_time_delta,benford_amt,benford_time,benford_ratio,isFraud
10057_441_gmail.com,120,90.20733333333334,66.32673392297323,59.0,386.95,73398.0,0.010796429852188903,0.001862660826199125,0.011912982467554078,1
10057_441_hotmail.com,36,61.05416666666666,24.717752209809767,55.45,121.95,391866.0,0.046518798738474414,0.007296696026417318,0.050630345810772436,0
10057_441_none,33,126.45727272727274,115.26614841899533,77.95,430.0,299562.0,0.00021828115527940117,0.0020992582351370345,0.007063109112786764,0
10057_441_yahoo.com,32,83.5884375,71.17769722275084,48.475,311.95,313739.0,0.023218541929038557,-0.0024186935858466624,0.022230366455568938,0
10075_315_gmail.com,77,94.78740259740259,83.73297800890944,97.0,554.0,120131.5,0.019655294045749887,0.011746378465076153,0.021278196969123593,1
10075_315_none,39,130.04871794871795,243.42106931310576,85.0,1575.5,266496.5,0.006340124610700076,0.012810646207119865,0.038617756175284006,0
10075_315_yahoo.com,71,81.36633802816901,70.72827683703626,57.95,517.0,155015.5,0.031783510510128996,-0.0003932313885901262,0.024371394997653468,0
10086_-1_anonymous.com,31,65.26358064516128,77.5328147905148,29.818,352.853,277789.0,0.01965701166002258,-0.003646143123152569,0.016398096767718855,0
10086_-1_gmail.com,144,50.89398611111111,45.58386697036605,33.231,196.969,41475.0,-0.001222430224364017,-0.00349775678105484,0.010258909488060054,1
10086_-1_hotmail.com,168,47.75494047619048,40.52078195355328,33.613,241.076,55949.0,0.014310704141122656,-0.0004749318721896621,0.004840709999724604,1
10104_251_aol.com,37,82.98702702702701,53.65068629393365,59.0,268.0,107015.5,0.0051967826200659956,0.006845987521182768,0.01430532281496185,0
10104_251_gmail.com,38,133.67999999999998,285.8380321090949,68.0,1839.97,329691.0,0.015556695760427702,0.008484020533402761,0.03572059742733431,0
10112_123_gmail.com,66,66.97606060606061,53.259656341100104,48.975,320.0,155941.0,0.04185554825743423,-0.0028431083803186798,0.04395633451491854,0
10112_123_yahoo.com,30,110.97999999999999,62.40163405980114,108.45,281.95,168126.0,0.015732811911313052,-0.01596531331482115,0.006459938565009329,0
10112_126_gmail.com,33,148.64848484848483,148.28245798539072,92.0,657.0,225352.5,-0.01172986019488842,-0.008266179414878082,-0.011224458705380247,0
10112_143_gmail.com,53,64.63490566037734,41.44121222013322,50.95,209.95,244546.0,0.012252043664531281,0.01075301447083675,0.03735393951895361,0
10112_143_yahoo.com,30,177.08699999999996,560.9307173923829,63.475,3190.99,174168.0,-0.012981266016999962,-0.017231134106598718,-0.0064894103109091675,0
10112_177_gmail.com,33,242.66484848484848,131.46922566785094,280.0,445.0,234007.5,0.04131405692245906,0.00862742792724823,0.04887620041117217,0
10112_181_gmail.com,45,106.012,85.76351919603631,70.0,356.5,155128.5,0.013944969896845232,0.004933965057485709,0.01201725441040525,0
10112_184_gmail.com,103,87.30456310679617,64.50727653358184,67.95,311.95,90953.0,0.004990805908320635,-0.007023779334635712,0.004371650628384367,0
10112_184_yahoo.com,51,72.68960784313725,80.77544732183345,57.0,542.0,222485.5,0.03947456924167731,0.010597337200089194,0.04264527270926841,0
10112_191_gmail.com,62,118.79516129032255,111.71275691357746,68.225,562.95,177130.0,0.029483404996764835,-6.989993589861035e-05,0.06347026607587707,0
10112_204_gmail.com,96,118.64802083333335,148.18015090464905,59.0,862.95,89541.0,0.013286215647725582,0.003006721910708769,0.049286437341794664,1
10112_204_yahoo.com,40,99.66625,103.1989234364269,74.975,592.95,250439.0,0.034026956227718,0.0008805265016473968,0.034026956227718,0
10112_205_gmail.com,41,97.0229268292683,85.09512339482218,77.0,402.95,244352.0,0.005140100902573941,-0.009488322428365371,0.0004313677759210238,0
10112_226_gmail.com,82,93.58426829268294,73.56036853895279,77.0,500.0,102574.0,0.012812312690002419,-0.004096655980842877,0.014859303617293238,0
10112_264_gmail.com,202,104.05158415841586,152.0132993610722,57.95,1339.72,56405.0,0.0221444921983633,0.010042454949007108,0.015858052935995078,1
10112_264_none,78,103.45397435897436,84.55896277442459,63.475,442.47,96586.0,0.01831796893515251,0.0011087692910460578,0.015468966086149654,0
10112_264_yahoo.com,75,70.86813333333333,59.55050846003659,54.5,411.95,144772.0,0.03341595248390049,-0.00797831579192702,0.022048725273371306,0
10112_272_gmail.com,82,78.40865853658536,70.4278881631936,49.5,475.0,134023.0,0.03044683253849773,-0.0038503284521812474,0.024362885649932425,0
10112_272_yahoo.com,64,116.49171875,179.1189139541338,57.95,1356.35,164724.0,0.028319491351141327,0.008251266582729865,0.03921921479268571,0
10112_299_gmail.com,167,128.4236526946108,240.50204702742627,59.0,2507.95,67148.0,0.025290014741782756,0.013215661669340902,0.02831537279759366,1
10112_299_none,51,198.39745098039214,578.0228703252084,49.0,2507.95,254137.0,0.018971268215020556,-0.0013813877955154985,0.020443160042051232,0
10112_299_yahoo.com,43,273.0544186046512,621.6988982723341,59.0,2507.95,254512.5,0.03480055597238582,0.018282909702403857,0.017273646766691776,0
10112_315_gmail.com,93,96.7458064516129,80.6410902400403,77.0,433.0,92744.0,0.0061775346787305285,0.011414459004928146,0.0037880484182765163,0
10112_315_yahoo.com,38,70.47684210526313,43.077031070132655,59.0,261.95,257821.0,0.036531138294836306,0.012461642038655428,0.03505553590369829,1
10112_325_gmail.com,94,100.5190425531915,101.62420624975039,59.0,500.0,95523.0,0.03473039569957842,0.0007479331610679534,0.03473039569957843,1
10112_325_yahoo.com,41,58.954390243902445,45.29370747491664,47.0,209.95,240498.0,0.015980209303657948,0.013607950396848423,0.021400263504199962,0
10112_327_gmail.com,35,83.60257142857144,101.96287005832376,49.0,549.99,211599.5,0.034308051184633225,7.544401954304863e-05,0.024097577884836234,0
10112_330_gmail.com,76,83.98131578947368,74.20547644959098,59.0,477.0,78744.0,-0.0025253002587485446,0.01780631996359165,-0.0066404697625619714,0
10112_337_gmail.com,51,145.06372549019608,175.7582208822374,77.0,922.36,169543.0,0.019408950431224245,-0.012311548798120492,0.024286274304371767,1
10112_436_gmail.com,30,92.99333333333331,57.87396756938496,67.95,260.0,407272.0,0.022744693015605826,0.0056558872447156835,0.02959771248854818,0
10112_441_gmail.com,85,106.1808235294118,99.73338025440057,77.0,527.0,90074.0,0.01575982182481787,0.0047341210266682865,0.01837420090978518,0
10112_485_gmail.com,42,96.7642857142857,52.02709034004977,105.95,209.95,190554.0,0.02720045525956668,0.012597548522965407,0.03149550903991458,0
10112_485_none,33,77.19454545454546,70.24336854674175,67.95,448.88,457824.5,0.04474838142415793,0.03016298637348299,0.042723107816804086,0
10112_494_gmail.com,72,92.25472222222223,102.59230465742954,57.95,761.95,95943.0,0.009111150417334558,0.005560876611479113,0.015769644501210826,0
10175_-1_gmail.com,43,48.769,38.82331516762384,32.356,156.651,52423.0,0.02652725845545969,0.028864920284414418,0.019434929390049357,1
10186_325_aol.com,40,109.37525000000001,100.69014211896565,59.0,505.5,170174.0,0.06288044435972759,0.010322992938057815,0.06382322423513312,0
10186_325_gmail.com,165,98.87406060606061,132.89067064364428,77.0,1660.78,77412.0,0.027950943746114103,0.02393296157237739,0.031991347786518146,1
10186_325_none,76,105.15184210526314,95.33336887098272,67.95,554.0,158235.0,0.03342493271290399,-0.003787722930922024,0.030500956104716856,1
10186_325_yahoo.com,111,139.3036936936937,182.36957733352097,64.95,1104.0,65784.5,0.014304672098378799,0.002735296274325283,0.042819163702194074,1
10230_469_none,32,106.60624999999999,67.60298133912069,85.45,312.95,524094.0,0.034947587543723145,0.019687193762171325,0.028991318572748302,0
10258_441_gmail.com,33,68.31363636363635,41.511457477765994,57.95,251.95,92434.0,0.05484295913190918,0.014856033171746781,0.0645058888781066,0
1030_205_yahoo.com,38,114.0836842105263,161.56245397305347,63.975,1044.95,271683.0,0.010242576995241004,-0.00948839869418219,0.06496036350920564,0
10313_469_gmail.com,112,101.345,245.42396831445436,50.0,1922.02,75476.0,0.034659766772437525,-0.01114802646262476,0.028707385820056563,0
10313_469_hotmail.com,32,145.186875,59.44913337454445,143.5,335.0,180299.0,0.03641881979207046,-0.0017680645890920943,0.0408416025581552,0
10313_469_yahoo.com,33,163.6118181818182,141.37162797638788,119.95,554.0,325259.5,0.016984217733424588,0.023048663688817923,-0.0025243079832802037,0
10369_-1_gmail.com,61,36.321590163934424,29.28561570899586,28.76,128.981,115322.0,0.012817199392476237,-0.005239526514535454,0.01615507127784085,1
10369_-1_hotmail.com,59,58.1217966101695,52.583610913519394,35.346,204.315,89511.5,0.030089665674457585,0.016686955142622972,0.003980958466131088,1
1039_123_gmail.com,42,79.93523809523809,106.13321974983667,47.95,509.99,333258.0,0.049615262102130596,0.0044762082145506366,0.04946287877715592,0
1039_264_gmail.com,31,65.03709677419356,29.146847247592763,55.0,129.95,264738.5,0.048901175687253835,-0.018868801306561718,0.05278053747416337,0
1039_315_gmail.com,36,118.86444444444444,185.0172050474773,57.95,1104.0,271995.0,0.024358826063795865,-0.006385353898566336,0.05549923350599286,0
10447_315_anonymous.com,52,94.78749999999998,56.91805502633386,72.5,265.0,217392.0,0.01510074114110349,-0.014164293829020118,0.030306243771988296,1
10447_315_gmail.com,316,134.38518987341772,277.18681244595905,63.95,2217.52,29325.0,0.02344600265088683,0.00943493593569712,0.036140081866431965,1
10447_315_none,141,75.80262411347518,54.536907649324114,57.95,445.0,65615.5,0.034208250461387944,0.0009497289495044511,0.03541751173240355,0
10447_315_yahoo.com,290,90.83624137931035,132.19919808045037,57.95,1104.0,36596.0,0.025486742017126092,0.004584199324163351,0.031356710062719784,1
10462_272_gmail.com,32,123.640625,80.5378632204094,117.0,445.0,196427.0,0.029474375347626015,0.0035109974393440213,0.07330088528849696,0
10471_337_gmail.com,57,75.80701754385964,49.5882081683798,57.95,305.0,173336.5,0.029064350129509635,-0.017710390341419746,0.04880899279694064,1
10471_337_none,51,48.59901960784313,28.389810189013996,35.95,169.0,239726.5,0.06565272298253386,0.010743881765959931,0.03513347611669896,0
10486_126_gmail.com,35,440.4362857142857,935.2092236624632,200.0,4194.95,124797.0,0.013645902375623666,0.010428571351710395,-0.0035985002806427496,1
10486_204_aol.com,42,172.54166666666666,152.76173203978036,103.95,750.0,275896.0,-0.004190248697324185,0.006475770755975663,0.026622078304200568,1
10486_204_gmail.com,70,227.9781428571429,268.87385113412176,112.75,1331.0,170523.0,0.02052374880691151,0.0016670271309702223,0.017107943422892763,1
10486_204_hotmail.com,36,432.33027777777784,493.4903229293588,226.0,2499.62,119518.0,0.001247629761389736,-0.017979528265700283,0.004861855743460854,0
10486_264_anonymous.com,35,243.56028571428573,254.58013928242954,170.0,1083.03,171512.5,0.010242411275691345,0.00217175007501752,0.02312951060406617,0
10486_264_gmail.com,83,295.690843373494,591.9400395477321,100.0,2554.35,59407.0,0.023654550106054856,-0.010914895039456422,0.05119088011104503,1
10486_264_yahoo.com,53,425.31547169811324,806.5117671206184,200.0,4011.95,84256.0,0.03842401964077075,-0.0014248740840409474,0.01517818979027944,1
10486_299_anonymous.com,53,318.3803773584906,371.63914713452414,200.0,1897.95,171809.5,0.0020899590122499395,0.016104371863124786,0.027923980098799324,0
10486_299_aol.com,48,367.849375,785.6698171502196,163.5,4041.08,168862.0,0.012888616199205456,0.001528139060968832,0.035864943266262585,1
10486_299_gmail.com,91,176.949010989011,208.8139879690758,117.0,1152.95,87941.0,0.04047247972606183,0.010046330375787556,0.02185580678388077,1
10486_299_yahoo.com,46,182.30065217391305,230.63325652384145,100.0,1303.38,167452.0,0.018234043361993073,0.0021407112005287013,0.023571456723302513,0
10486_315_gmail.com,52,214.81961538461536,403.2293786274924,100.0,2449.99,141227.0,0.027854667453754298,-0.005367353697130761,0.009205914178902187,1
10486_325_aol.com,31,233.47677419354838,449.4978354634963,107.95,1927.52,284022.5,0.030765196432591603,0.0036367651891674874,0.028345342559230234,1
10486_325_gmail.com,73,171.76246575342466,204.0454459906824,120.0,1248.95,64529.0,0.04201123964192274,0.0015649792748391247,0.03511995784686764,1
10486_325_optonline.net,35,200.77142857142857,151.84373277706746,186.0,1002.0,83470.0,0.04447638242033881,-0.011498624935691398,0.04084594416380167,0
10486_325_yahoo.com,35,329.09114285714287,329.6087583854655,250.0,1639.95,214713.5,0.03177796972192611,0.0008042633536993124,0.03297686569674969,1
10486_330_none,30,91.50666666666666,114.2908269382203,50.0,511.95,417567.0,0.011168671691662253,-0.009669783253368612,0.017543821502031542,0
10509_337_gmail.com,83,81.05698795180723,53.242638288231184,59.0,370.0,100306.5,0.035784345608053436,0.0054820414407477334,0.03513832639200219,0
10568_-1_gmail.com,420,38.15659285714286,34.999883885840674,28.6445,350.805,13726.0,0.0020304629424507236,0.011818422711155956,0.010483101068174357,1
10568_-1_hotmail.com,309,40.31002588996763,32.46113002935205,32.648,177.232,23692.0,0.01884871220683746,0.01268016128426232,0.011066795937840535,1
10568_-1_none,36,44.63280555555555,36.11567775128155,33.891000000000005,117.819,7041.0,0.03939473560457397,-0.0027931761686718765,0.0037459536810518917,1
10568_-1_outlook.com,66,29.170575757575758,22.225347302096456,26.9345,97.457,37980.0,0.016810152659370158,0.008110382489904526,0.024447808798213747,1
10594_325_gmail.com,64,116.11625000000001,90.45050113010707,77.75,500.0,157026.0,0.017668103340558038,0.011224868843284483,0.013677148332699458,1
10613_441_gmail.com,46,96.96304347826086,103.45258020758499,59.0,527.0,193776.0,0.027158583461235272,0.004629940814912581,0.03864799541950766,1
10613_441_yahoo.com,44,114.27613636363635,109.45481762344407,77.0,678.95,172384.0,0.00973724749292302,-0.0004131708613838436,0.02541043604866256,0
10616_-1_gmail.com,32,84.24096875000001,86.72478815608471,64.8575,494.95,240387.0,-0.007783122640000376,0.01096868076081492,0.00268477304331783,1
10616_123_none,30,87.99266666666666,103.99310848748051,40.0,406.22,240797.0,0.03887058583485189,-0.002092590117628537,0.02127475337982416,0
10616_123_yahoo.com,40,215.17475,175.0858876806966,171.0,652.95,272705.0,0.02376266754550955,0.011756512499456806,0.0386533459949125,0
10616_126_gmail.com,74,172.3456081081081,210.65754570743854,100.0,1232.47,160533.0,0.021114991249898993,0.015184193390943613,0.027826263447871705,1
10616_126_msn.com,43,90.6046511627907,36.9393843736136,87.0,226.0,91663.5,0.06724411609947191,0.034840648582682814,0.062466056835496914,0
10616_126_yahoo.com,32,139.3571875,102.12491083944624,103.975,423.43,321525.0,-0.006460356936464254,0.012858077513740795,0.005908659834578986,1
10616_181_gmail.com,46,200.57347826086954,211.07005963626918,100.0,844.95,239259.0,0.018718091268086483,0.0036936447487250154,0.03097651036180476,1
10616_184_gmail.com,31,276.7074193548387,320.43820677485104,200.0,1740.8,317824.5,0.006229765532013272,-0.0047406502677343615,0.0229563548659499,1
10616_191_gmail.com,31,329.92612903225813,304.83564188864267,328.43,924.95,299770.0,0.0486200713255795,0.01059418994528244,0.014307895748089987,0
10616_204_aol.com,32,365.604375,354.07104498900975,272.5,1419.95,158619.0,0.008613813840203773,-0.007536823128927533,-0.004246057314082147,0
10616_204_gmail.com,104,192.1330769230769,236.82692714981727,100.0,1541.0,74406.0,0.013873603033348166,0.006542286126529056,0.014094612532879119,1
10616_204_none,69,164.7504347826087,169.79512058705717,107.95,792.0,76908.5,0.0034126620910284525,-0.002002596178003798,0.006823445014502258,1
10616_204_yahoo.com,56,179.10750000000002,179.63088127612056,100.0,582.69,161487.0,0.020935355569329184,-0.007803553422072142,0.012285596648511227,1
10616_225_gmail.com,33,176.77878787878788,137.14191943092175,150.0,507.0,50926.5,0.002763580160835201,-0.007148967962321229,0.011906484508830632,1
10616_231_gmail.com,38,121.56447368421053,114.10884053341744,98.5,664.0,172184.0,0.009380063321834074,0.008484020533402768,0.04746847666598777,0
10616_264_gmail.com,129,275.464496124031,328.5850611709944,112.5,1678.81,55261.5,0.018701196796169002,0.004775000491259521,0.015543798965585762,1
10616_264_hotmail.com,38,397.64842105263165,554.8024756259339,100.0,2007.95,328577.0,0.019600367363444594,0.016525590363825497,0.009380063321834074,0
10616_264_none,52,347.4336538461539,608.3648376244334,103.975,3584.95,215122.0,0.004571403449011739,-0.01656794235241433,-0.004378265763285604,0
10616_264_yahoo.com,82,342.5073170731707,524.7893713952172,159.95,3162.95,125826.0,0.0020196326747842185,-0.002956037786137452,0.01770524808109927,1
10616_272_gmail.com,38,142.2571052631579,212.45298866867483,75.0,1093.27,277840.0,-0.009587425912521822,0.028338016051339794,0.01693357207668028,1
10616_299_anonymous.com,41,517.6424390243901,874.9391715575193,200.0,4309.19,182088.0,0.011368706147072506,-0.0015388441519725987,0.008657822531758383,1
10616_299_aol.com,31,187.5090322580645,139.65143084756832,155.5,554.0,229050.5,0.023596737651229598,-0.0016762883540144616,0.03699380167709016,0
10616_299_gmail.com,254,341.15578740157486,464.61527592239474,150.475,3163.95,26787.0,0.013299328876591169,0.01457359806185707,0.010337949440061276,1
10616_299_hotmail.com,64,276.24125,381.1063429161702,175.0,2727.19,121002.0,0.0077721083783761705,-0.009509263481358967,0.012208505231505358,1
10616_299_none,131,248.57923664122134,413.5243674491582,67.95,2079.95,80618.5,0.02417542266544616,0.007681085511708357,0.051721472083639,1
10616_299_yahoo.com,123,446.3674796747967,480.2047082566553,344.57,2401.51,80429.5,0.010154003065439818,0.0001412679728859216,0.021234417660300636,1
10616_308_none,31,173.6451612903226,89.87789149625561,146.0,470.0,339943.5,0.012518734980809298,-0.014846731955896267,0.026285323641750104,0
10616_310_gmail.com,50,261.42260000000005,275.4441714453947,112.75,977.0,103553.0,0.01569304466364179,0.003872102445270649,0.012629441516770985,0
10616_315_gmail.com,100,290.29220000000004,547.8974048625892,100.0,2717.95,87136.0,0.015465592206401691,0.0009974882239045246,0.015465592206401698,1
10616_315_none,39,330.7107692307693,479.24438927675976,82.95,1939.95,186083.0,0.036596068696427696,0.029768698599150177,0.023672549293670186,0
10616_315_yahoo.com,68,279.2292647058824,525.7101293721278,117.0,2684.88,163978.0,0.017420450862789323,0.009945778980324942,0.01674869872779145,0
10616_325_anonymous.com,38,472.04684210526324,669.1480509695471,117.0,2467.23,173177.0,0.03196133531982915,0.013660538013479016,0.034395693916986665,0
10616_325_aol.com,73,298.73424657534247,464.11561032835317,117.0,2161.0,129632.5,-0.009070133147960398,-0.0076942799844201375,0.008426905602440148,1
10616_325_gmail.com,242,273.38363636363636,396.5841969413763,117.0,2394.95,24526.0,0.01367282652086923,0.0020328173518951945,0.020650648907753012,1
10616_325_hotmail.com,42,183.79285714285717,273.56239096224397,67.0,1414.95,133873.0,-0.0028811114616173056,0.0009584865853661875,0.0036729937920171526,1
10616_325_none,123,201.92373983739836,358.5068791153184,82.0,2347.65,88860.0,0.008539405073724877,0.0007334270766028647,0.024462822577618577,1
10616_325_yahoo.com,88,234.2171590909091,259.8045777465548,150.0,1343.95,89737.0,0.011294435459038805,0.009723492792905249,0.015272238967441502,1
10616_330_gmail.com,33,247.27151515151513,329.049248530232,107.0,1125.24,150131.0,0.02651250521023104,0.023218541929038543,0.04142663726813584,0
10616_330_none,78,51.53653846153846,36.29675647114275,43.975,171.0,136835.0,0.016696646246455466,-0.00682237429560811,0.02221448470606358,1
10616_330_yahoo.com,30,277.52166666666665,341.03254222125025,174.0,1364.95,277173.0,0.007638740727918189,-0.0057969820791155605,-3.191714108145838e-05,0
10616_387_gmail.com,38,135.76052631578946,100.55896748588987,100.0,524.95,113362.0,0.0255002933857238,-0.0006173403378296957,0.04732026132747028,0
10616_441_gmail.com,33,326.0,284.24506605349825,200.0,1104.0,68815.0,0.027982444846012706,-0.0035574462882251787,0.014241628594865004,1
10616_472_gmail.com,32,150.9846875,173.648168252367,95.0,900.35,162802.0,0.020294219585390037,0.030395671797511382,0.009343267127194112,1
10680_330_gmail.com,45,83.97088888888888,111.13346800276227,49.0,759.95,264986.5,0.0030562629018453247,0.007720054284850432,0.010726920770844965,0
10680_330_none,43,57.63674418604651,87.83496156497483,25.0,432.95,171972.0,0.03275586369995824,-0.008898981823977078,0.019868764371583414,0
10682_299_gmail.com,52,200.3030769230769,414.0976113120899,102.235,3002.95,164768.0,0.008610284135940616,-0.0010761930542163636,0.014598925780092843,1
10682_299_none,43,163.65395348837208,355.3776666245822,78.95,2382.37,269921.0,0.005112021872572932,-0.001200436943696842,0.014434556810674522,1
10682_299_yahoo.com,85,176.5603529411765,120.27025429958648,146.0,549.99,137987.0,0.027116684516036594,-0.0014944842178302824,0.039208826500763905,1
10719_498_yahoo.com,37,118.51216216216216,83.10870397501176,59.0,226.0,375624.0,0.0569542541444411,0.024004788490423166,0.03790716127599559,0
10726_337_gmail.com,40,135.36125,62.52527637633839,117.0,236.95,198066.0,0.05154044532328734,-0.009789620095068834,0.0664175096856458,0
10769_485_none,31,65.2425806451613,73.24039278482711,35.95,301.95,320900.0,0.015518607435152897,0.007825472917618398,0.020227340561805814,0
10776_181_gmail.com,42,107.8009523809524,156.7066176438592,49.5,944.95,165726.0,0.05359713015742903,0.0031405383611489146,0.049302076377081124,1
10776_485_gmail.com,49,44.33142857142857,23.326942117890816,39.95,117.0,219637.0,0.028917498043334745,-0.008296156904674876,0.031462680401641324,0
1078_123_gmail.com,146,98.78657534246575,106.94705200928729,59.0,1022.13,72743.0,0.013018641047372333,0.004798722923747514,0.017811429326179386,1
1078_123_none,71,87.84042253521127,72.10276268732987,59.0,390.0,102617.5,0.007164757729901886,0.0017471597487130203,0.015754111542963214,1
1078_123_yahoo.com,60,116.57650000000002,148.48978433801432,88.45,1132.47,97406.0,-0.00152868844865758,-0.0010898713176189477,-0.0028819221887177587,0
1078_485_gmail.com,59,111.81423728813557,257.47933468633937,57.95,1991.59,189898.0,0.026579828522628263,-0.00178619281453659,0.031409618475640194,0
1078_485_none,74,66.75027027027028,76.51037717945958,42.95,361.95,152125.0,0.08594426582709584,0.0008143576289615963,0.07758004161956966,0
10836_272_gmail.com,40,72.6685,46.33705350742535,49.5,213.0,201455.0,0.02374905345846509,0.0038309799215016233,0.017762950226340127,0
10836_441_none,30,85.63166666666663,30.24912253089152,107.95,117.0,549994.0,0.06503253404828113,0.017573204986782685,0.06775130214095038,0
10838_205_gmail.com,96,83.98020833333334,69.60708672881853,58.95,500.0,131755.0,0.02948991935142928,0.01769703763043623,0.039948074585512125,0
10838_205_none,59,85.26983050847458,43.96770149265872,63.95,226.0,170346.5,0.023081061678822342,-0.005516126043245636,0.03742270304329359,0
10838_205_ymail.com,34,56.04264705882354,21.08624841940463,52.95,107.95,414284.0,0.05107983437081857,0.005285058120500681,0.05236302571888945,0
10847_325_anonymous.com,76,161.5921052631579,35.73115168632303,167.0,218.0,62650.0,0.10238195023968004,-0.006994880764178715,0.07347856645922533,0
10854_444_gmail.com,39,77.69615384615383,53.440805239950116,59.0,311.95,238290.0,0.03683069228300311,-0.00045958869165215605,0.04300172915653722,0
10854_444_none,33,175.30151515151513,125.2945139460505,117.0,554.0,398299.5,0.023718224467431333,-0.020335631738308692,0.014996011821617063,0
